pid,ad_title,target_age_group,target_gender,target_mood,target_weather
SNY432741,Women's Tennis Bag,18-39,Female,Sad,sunny
SNY346924,Men's Lightweight Top,40-64,Male,Happy,sunny
SNY847016,Teen Boy Cotton Skirt,10-18,Male,neutral,sunny
SNY532067,Men's Flip Flops,40-64,Male,Angry,sunny
CLD435098,Senior Men's Fleece Jacket,65+,Male,Angry,cold
SNY468765,Women's Beach Volleyball Coat,18-39,Female,Happy,sunny
SNY549793,Women's Beach Volleyball Outfit,40-64,Female,Happy,sunny
SNY421746,Kids Cotton Shoes,Kids,Male,Happy,sunny
SNY122179,Men's Beach Shoes,40-64,Male,Happy,sunny
SNY368113,Men's Swimming Hoodie,40-64,Male,Angry,sunny
CLD292906,Men's Beanie Basic,18-39,Male,neutral,cold
RNY788565,Men's Waterproof Pants,18-39,Male,neutral,rainy
RNY899229,Teen Boy Umbrella Simple,10-18,Male,Angry,rainy
RNY953284,Girls Waterproof Outfit,Kids,Female,neutral,rainy
RNY326871,Senior Men's Water Resistant Dress,65+,Male,neutral,rainy
CLD685162,Men's Sweater Elegant,18-39,Male,neutral,cold
RNY206754,Kids Rain Boots Formal,Kids,Male,Angry,rainy
SNY734148,Teen Girl Sandals Fashion,10-18,Female,Sad,sunny
CLD304885,Women's Parka Elegant,40-64,Female,Angry,cold
SNY120425,Women's Sandals Sport,40-64,Female,Angry,sunny
CLD937601,Senior Women's Insulated Blazer,65+,Female,neutral,cold
RNY219760,Senior Men's Rain Jacket Simple,65+,Male,Happy,rainy
SNY382410,Teen Boy Summer Coat,10-18,Male,Sad,sunny
SNY809388,Teen Girl Beach Top,10-18,Female,neutral,sunny
SNY587002,Kids Sun Hat Trendy,Kids,Male,neutral,sunny
CLD363688,Teen Girl Beanie Modern,10-18,Female,Angry,cold
SNY680441,Women's Beach Bag,18-39,Female,Angry,sunny
SNY851690,Men's Summer Vest,40-64,Male,Angry,sunny
RNY193923,Girls Rain Jacket Basic,Kids,Female,Angry,rainy
SNY181678,Men's Swimming Blazer,18-39,Male,Angry,sunny
CLD170583,Teen Girl Winter Jacket Formal,10-18,Female,Happy,cold
RNY641400,Teen Boy Rain Jacket Elegant,10-18,Male,Happy,rainy
CLD220895,Teen Boy Fleece Skirt,10-18,Male,Angry,cold
CLD910061,Senior Women's Gloves Formal,65+,Female,neutral,cold
RNY603826,Men's Umbrella Simple,40-64,Male,Sad,rainy
SNY596580,Senior Women's Linen Pants,65+,Female,Sad,sunny
CLD225933,Women's Insulated Jacket,40-64,Female,Happy,cold
SNY753404,Girls Tennis Outfit,Kids,Female,Sad,sunny
SNY786141,Kids Summer Suit,Kids,Male,Happy,sunny
CLD747672,Senior Women's Gloves Classic,65+,Female,Sad,cold
CLD823644,Women's Thermal Shoes,40-64,Female,neutral,cold
CLD653953,Men's Wool Shirt,40-64,Male,neutral,cold
SNY229791,Senior Women's Beach Volleyball Shoes,65+,Female,neutral,sunny
CLD744424,Senior Women's Sweater Formal,65+,Female,neutral,cold
CLD198261,Senior Women's Parka Formal,65+,Female,Sad,cold
SNY391427,Senior Men's Tennis Shoes,65+,Male,Angry,sunny
CLD267796,Men's Knit Pants,40-64,Male,Angry,cold
CLD433555,Senior Men's Sweater Trendy,65+,Male,Happy,cold
RNY349874,Senior Women's Raincoat Casual,65+,Female,Angry,rainy
CLD368179,Girls Winter Scarf,Kids,Female,Angry,cold
CLD840570,Senior Women's Fleece Dress,65+,Female,Angry,cold
SNY768061,Men's Sunglasses Casual,18-39,Male,Happy,sunny
CLD305913,Women's Gloves Designer,40-64,Female,neutral,cold
SNY243650,Senior Men's Beach Suit,65+,Male,Happy,sunny
CLD513787,Men's Knit Shirt,18-39,Male,Sad,cold
CLD412653,Kids Wool Pants,Kids,Male,neutral,cold
CLD505313,Women's Sweater Casual,40-64,Female,Sad,cold
CLD325016,Kids Gloves Premium,Kids,Male,Happy,cold
RNY104999,Men's Umbrella Simple,18-39,Male,Angry,rainy
SNY575606,Senior Women's Swimming Pants,65+,Female,neutral,sunny
RNY697562,Senior Men's Raincoat Classic,65+,Male,Angry,rainy
CLD562036,Kids Fleece Skirt,Kids,Male,Happy,cold
SNY947000,Kids Lightweight Shirt,Kids,Male,Angry,sunny
SNY655589,Senior Men's Linen Pants,65+,Male,Angry,sunny
CLD233605,Women's Wool Shoes,40-64,Female,Happy,cold
CLD379081,Girls Insulated Top,Kids,Female,Happy,cold
SNY542995,Senior Women's Sandals Premium,65+,Female,Happy,sunny
CLD916526,Senior Men's Knit Vest,65+,Male,Angry,cold
CLD222145,Girls Gloves Modern,Kids,Female,neutral,cold
CLD902366,Senior Men's Gloves Premium,65+,Male,Sad,cold
CLD681310,Men's Fleece Top,18-39,Male,neutral,cold
RNY754569,Women's Water Resistant Outfit,40-64,Female,Happy,rainy
RNY446844,Women's Umbrella Basic,18-39,Female,Angry,rainy
RNY608093,Teen Girl Wet Weather Hoodie,10-18,Female,Happy,rainy
SNY813404,Men's Cotton Jacket,40-64,Male,Angry,sunny
SNY142301,Teen Boy Lightweight Coat,10-18,Male,Sad,sunny
RNY160738,Kids Rain Jacket Casual,Kids,Male,Happy,rainy
CLD907710,Kids Knit Suit,Kids,Male,Happy,cold
CLD582587,Women's Knit Hoodie,18-39,Female,neutral,cold
RNY187430,Senior Women's Raincoat Sport,65+,Female,Angry,rainy
SNY918904,Senior Women's Tennis Jacket,65+,Female,neutral,sunny
CLD952952,Kids Sweater Elegant,Kids,Male,Happy,cold
CLD510911,Teen Girl Winter Scarf,10-18,Female,Happy,cold
CLD344167,Men's Winter Jacket Fashion,40-64,Male,Sad,cold
RNY110734,Men's Wet Weather Top,18-39,Male,Angry,rainy
SNY659572,Teen Girl Sun Hat Trendy,10-18,Female,Sad,sunny
CLD387452,Women's Gloves Elegant,40-64,Female,Happy,cold
SNY247290,Senior Women's Beach Volleyball Shirt,65+,Female,Sad,sunny
CLD213744,Kids Sweater Casual,Kids,Male,Sad,cold
RNY879010,Teen Girl Water Resistant Coat,10-18,Female,Happy,rainy
RNY354061,Kids Wet Weather Bag,Kids,Male,Sad,rainy
SNY660957,Teen Girl Cotton Shirt,10-18,Female,Happy,sunny
RNY959392,Senior Men's Water Repellent Blazer,65+,Male,neutral,rainy
CLD300958,Kids Insulated Outfit,Kids,Male,Sad,cold
SNY899213,Teen Girl Beach Volleyball Outfit,10-18,Female,Happy,sunny
CLD425924,Girls Winter Jacket Classic,Kids,Female,Sad,cold
SNY665509,Teen Girl Linen Skirt,10-18,Female,Sad,sunny
RNY914948,Men's Waterproof Jacket,18-39,Male,Angry,rainy
CLD709790,Men's Beanie Fashion,40-64,Male,neutral,cold
CLD471576,Men's Winter Jacket Basic,40-64,Male,Sad,cold
RNY153651,Senior Men's Umbrella Classic,65+,Male,Happy,rainy
RNY202467,Senior Women's Water Resistant Outfit,65+,Female,neutral,rainy
SNY719755,Teen Boy Lightweight Vest,10-18,Male,neutral,sunny
SNY164387,Men's Sandals Casual,18-39,Male,neutral,sunny
RNY379062,Senior Women's Umbrella Modern,65+,Female,Happy,rainy
SNY744794,Kids Beach Shoes,Kids,Male,Angry,sunny
RNY309781,Women's Raincoat Premium,40-64,Female,Angry,rainy
CLD364687,Teen Boy Knit Dress,10-18,Male,Sad,cold
CLD930926,Men's Gloves Basic,18-39,Male,Happy,cold
SNY253023,Teen Girl Lightweight Vest,10-18,Female,Sad,sunny
CLD859308,Teen Boy Insulated Vest,10-18,Male,Happy,cold
SNY981578,Women's Cotton Top,18-39,Female,Happy,sunny
RNY865173,Men's Umbrella Basic,40-64,Male,Sad,rainy
SNY974825,Men's Tennis Blazer,18-39,Male,neutral,sunny
RNY520357,Men's Wet Weather Outfit,18-39,Male,Angry,rainy
CLD918696,Senior Women's Thermal Top,65+,Female,Angry,cold
SNY851622,Kids Beach Volleyball Shirt,Kids,Male,Sad,sunny
SNY244100,Women's Beach Volleyball Pants,18-39,Female,Angry,sunny
SNY538897,Teen Boy Lightweight Top,10-18,Male,neutral,sunny
CLD397138,Men's Thermal Suit,18-39,Male,Angry,cold
RNY965630,Men's Rain Boots Simple,18-39,Male,Happy,rainy
CLD848821,Kids Fleece Top,Kids,Male,Sad,cold
CLD948183,Women's Wool Outfit,40-64,Female,Angry,cold
CLD755585,Teen Girl Gloves Casual,10-18,Female,Angry,cold
CLD501466,Kids Fleece Pants,Kids,Male,neutral,cold
SNY830943,Kids Lightweight Pants,Kids,Male,Angry,sunny
SNY722656,Teen Boy Sandals Basic,10-18,Male,neutral,sunny
SNY357543,Senior Men's Swimming Top,65+,Male,Happy,sunny
CLD792961,Men's Parka Casual,18-39,Male,neutral,cold
RNY633318,Senior Men's Waterproof Vest,65+,Male,Sad,rainy
SNY191853,Women's Sandals Simple,18-39,Female,Sad,sunny
RNY700228,Senior Men's Umbrella Simple,65+,Male,Sad,rainy
CLD543403,Teen Girl Beanie Sport,10-18,Female,Angry,cold
RNY634975,Men's Water Resistant Jacket,40-64,Male,neutral,rainy
SNY251631,Men's Running Shorts,18-39,Male,Angry,sunny
RNY840469,Teen Girl Waterproof Shirt,10-18,Female,Angry,rainy
CLD957858,Men's Thermal Coat,40-64,Male,Sad,cold
CLD451717,Women's Knit Shirt,18-39,Female,Angry,cold
RNY448949,Men's Raincoat Basic,40-64,Male,Angry,rainy
CLD659050,Senior Men's Beanie Modern,65+,Male,Happy,cold
CLD514271,Women's Gloves Premium,18-39,Female,Sad,cold
CLD572437,Men's Fleece Shoes,18-39,Male,Happy,cold
RNY740939,Teen Boy Wet Weather Jacket,10-18,Male,Happy,rainy
CLD192973,Men's Parka Premium,40-64,Male,Happy,cold
CLD595467,Girls Wool Top,Kids,Female,Angry,cold
CLD621033,Men's Fleece Top,18-39,Male,Sad,cold
SNY952937,Men's Beach Volleyball Coat,18-39,Male,neutral,sunny
CLD604231,Teen Boy Insulated Jacket,10-18,Male,Angry,cold
CLD385037,Senior Men's Fleece Hoodie,65+,Male,Sad,cold
CLD872898,Men's Thermal Top,18-39,Male,Happy,cold
RNY978183,Senior Men's Rain Poncho,65+,Male,Angry,rainy
CLD297470,Teen Boy Winter Jacket Casual,10-18,Male,Sad,cold
CLD784877,Senior Men's Thermal Pants,65+,Male,Angry,cold
SNY297370,Senior Men's Sandals Casual,65+,Male,Angry,sunny
SNY802416,Women's Sunglasses Trendy,40-64,Female,Happy,sunny
CLD802264,Senior Women's Sweater Trendy,65+,Female,neutral,cold
SNY408823,Teen Girl Beach Volleyball Coat,10-18,Female,Sad,sunny
CLD942032,Girls Wool Skirt,Kids,Female,Sad,cold
RNY913633,Teen Girl Water Repellent Blazer,10-18,Female,Angry,rainy
CLD908947,Senior Women's Snow Boots,65+,Female,neutral,cold
CLD652003,Senior Men's Gloves Elegant,65+,Male,Angry,cold
CLD601527,Senior Women's Thermal Coat,65+,Female,Angry,cold
RNY770211,Men's Rain Boots Designer,40-64,Male,Sad,rainy
CLD998160,Women's Knit Jacket,40-64,Female,Sad,cold
RNY986063,Kids Water Resistant Hoodie,Kids,Male,Angry,rainy
SNY196789,Teen Boy Beach Shoes,10-18,Male,Happy,sunny
SNY177794,Women's Sunglasses Simple,18-39,Female,Happy,sunny
RNY699597,Teen Girl Rubber Boots,10-18,Female,Sad,rainy
RNY731296,Men's Raincoat Elegant,18-39,Male,Sad,rainy
CLD213997,Teen Girl Gloves Basic,10-18,Female,Happy,cold
RNY263252,Kids Rain Jacket Simple,Kids,Male,Happy,rainy
CLD213293,Senior Women's Wool Shoes,65+,Female,neutral,cold
RNY904813,Teen Girl Raincoat Designer,10-18,Female,neutral,rainy
CLD955436,Teen Girl Insulated Jacket,10-18,Female,Angry,cold
SNY946965,Senior Men's Beach Volleyball Outfit,65+,Male,Angry,sunny
CLD421453,Girls Fleece Shoes,Kids,Female,Sad,cold
RNY188142,Teen Girl Wet Weather Jacket,10-18,Female,neutral,rainy
SNY575682,Kids Sun Hat Elegant,Kids,Male,Angry,sunny
SNY604967,Teen Boy Lightweight Top,10-18,Male,Angry,sunny
SNY162915,Men's Beach Dress,40-64,Male,Sad,sunny
CLD772143,Senior Women's Gloves Formal,65+,Female,Sad,cold
SNY517375,Men's Lightweight Vest,40-64,Male,Angry,sunny
CLD472747,Women's Parka Fashion,18-39,Female,Happy,cold
CLD640725,Teen Girl Insulated Shoes,10-18,Female,neutral,cold
SNY113368,Teen Girl Linen Shirt,10-18,Female,Sad,sunny
RNY956807,Teen Girl Waterproof Vest,10-18,Female,Sad,rainy
RNY380710,Senior Men's Water Resistant Top,65+,Male,Sad,rainy
SNY703165,Teen Girl Cotton Blazer,10-18,Female,Happy,sunny
CLD637012,Women's Winter Jacket Trendy,18-39,Female,neutral,cold
RNY572316,Girls Umbrella Sport,Kids,Female,Happy,rainy
SNY314056,Men's Sunglasses Trendy,18-39,Male,Angry,sunny
SNY717088,Men's Sunglasses Basic,18-39,Male,Angry,sunny
SNY556633,Women's Lightweight Pants,40-64,Female,Happy,sunny
RNY291629,Men's Umbrella Basic,40-64,Male,Angry,rainy
SNY856153,Kids Tennis Skirt,Kids,Male,neutral,sunny
RNY955439,Girls Water Repellent Dress,Kids,Female,Sad,rainy
RNY502363,Teen Girl Rain Boots Simple,10-18,Female,Angry,rainy
SNY569865,Girls Tennis Suit,Kids,Female,neutral,sunny
SNY136415,Women's Sun Hat Basic,40-64,Female,Happy,sunny
RNY789092,Girls Umbrella Basic,Kids,Female,Sad,rainy
RNY641343,Girls Rain Boots Casual,Kids,Female,Angry,rainy
SNY594775,Teen Girl Beach Hoodie,10-18,Female,Sad,sunny
CLD472819,Teen Boy Winter Jacket Trendy,10-18,Male,Angry,cold
CLD747814,Teen Boy Thermal Vest,10-18,Male,Angry,cold
SNY441505,Girls Tennis Hoodie,Kids,Female,neutral,sunny
CLD893652,Girls Wool Coat,Kids,Female,Angry,cold
SNY425346,Men's Running Shorts,40-64,Male,neutral,sunny
RNY495035,Men's Water Repellent Top,40-64,Male,Sad,rainy
RNY406983,Men's Rain Jacket Casual,18-39,Male,Sad,rainy
RNY191100,Women's Rain Jacket Casual,40-64,Female,Angry,rainy
RNY197302,Women's Waterproof Jacket,40-64,Female,Angry,rainy
RNY506738,Teen Boy Umbrella Casual,10-18,Male,Angry,rainy
RNY867340,Men's Umbrella Formal,18-39,Male,Angry,rainy
SNY675571,Senior Men's Lightweight Jacket,65+,Male,Sad,sunny
CLD490358,Senior Women's Thermal Vest,65+,Female,Sad,cold
CLD435018,Men's Gloves Elegant,18-39,Male,neutral,cold
SNY306647,Kids Sunglasses Fashion,Kids,Male,Angry,sunny
SNY255945,Women's Linen Vest,18-39,Female,Angry,sunny
CLD834695,Men's Wool Shoes,18-39,Male,Angry,cold
SNY231393,Teen Girl Beach Volleyball Blazer,10-18,Female,Sad,sunny
SNY407419,Men's Beach Outfit,40-64,Male,neutral,sunny
RNY573602,Teen Boy Rubber Boots,10-18,Male,Happy,rainy
CLD273322,Teen Boy Fleece Outfit,10-18,Male,neutral,cold
RNY864786,Women's Raincoat Fashion,18-39,Female,Sad,rainy
RNY941237,Men's Water Resistant Bag,40-64,Male,Happy,rainy
SNY246417,Women's Tennis Blazer,40-64,Female,neutral,sunny
SNY414754,Women's Swimming Hoodie,18-39,Female,neutral,sunny
CLD257702,Women's Fleece Coat,18-39,Female,Angry,cold
SNY667358,Teen Boy Beach Volleyball Top,10-18,Male,neutral,sunny
SNY190582,Kids Beach Volleyball Pants,Kids,Male,Happy,sunny
CLD917383,Men's Winter Boots,40-64,Male,Sad,cold
SNY461996,Women's Beach Jacket,40-64,Female,Happy,sunny
SNY763756,Men's Sunglasses Premium,40-64,Male,Angry,sunny
RNY138768,Senior Men's Galoshes,65+,Male,Angry,rainy
CLD324107,Women's Wool Outfit,18-39,Female,Sad,cold
CLD158510,Teen Boy Knit Coat,10-18,Male,Angry,cold
CLD364363,Men's Beanie Basic,40-64,Male,Happy,cold
RNY326151,Teen Boy Raincoat Casual,10-18,Male,Angry,rainy
CLD527274,Teen Boy Insulated Vest,10-18,Male,Sad,cold
RNY709594,Teen Boy Rain Boots Designer,10-18,Male,neutral,rainy
SNY568288,Men's Beach Volleyball Skirt,40-64,Male,Happy,sunny
SNY433180,Men's Cotton Suit,40-64,Male,Happy,sunny
SNY329565,Senior Women's Lightweight Pants,65+,Female,neutral,sunny
SNY131427,Men's Sun Hat Elegant,18-39,Male,Sad,sunny
RNY983230,Women's Waterproof Top,18-39,Female,neutral,rainy
SNY715702,Teen Girl Cotton Bag,10-18,Female,neutral,sunny
CLD196636,Girls Beanie Classic,Kids,Female,Happy,cold
CLD873794,Teen Girl Thermal Outfit,10-18,Female,Sad,cold
CLD783733,Kids Sweater Simple,Kids,Male,Happy,cold
CLD967859,Girls Winter Jacket Sport,Kids,Female,Happy,cold
RNY891328,Senior Men's Water Repellent Pants,65+,Male,Sad,rainy
SNY151704,Senior Women's Sunglasses Premium,65+,Female,Angry,sunny
CLD538118,Men's Gloves Casual,18-39,Male,Happy,cold
SNY272935,Kids Beach Jacket,Kids,Male,Happy,sunny
SNY538960,Teen Girl Cotton Pants,10-18,Female,Happy,sunny
SNY534096,Kids Tennis Outfit,Kids,Male,Sad,sunny
RNY713208,Senior Women's Umbrella Premium,65+,Female,neutral,rainy
SNY434827,Teen Girl Sunglasses Basic,10-18,Female,Angry,sunny
CLD277446,Kids Beanie Elegant,Kids,Male,Sad,cold
CLD184165,Teen Boy Parka Basic,10-18,Male,Angry,cold
RNY209724,Men's Raincoat Elegant,18-39,Male,Happy,rainy
CLD675017,Senior Men's Beanie Elegant,65+,Male,Sad,cold
CLD308930,Girls Insulated Outfit,Kids,Female,Happy,cold
RNY357016,Girls Raincoat Classic,Kids,Female,Angry,rainy
SNY355836,Senior Men's Sandals Elegant,65+,Male,neutral,sunny
CLD539743,Senior Men's Knit Vest,65+,Male,Sad,cold
RNY113373,Men's Raincoat Elegant,18-39,Male,neutral,rainy
SNY270666,Women's Linen Top,18-39,Female,Happy,sunny
RNY835837,Teen Girl Waterproof Top,10-18,Female,neutral,rainy
CLD297857,Senior Women's Winter Jacket Fashion,65+,Female,neutral,cold
RNY567819,Women's Rain Boots Trendy,40-64,Female,Happy,rainy
CLD331736,Men's Beanie Elegant,40-64,Male,Sad,cold
RNY189756,Women's Water Repellent Top,40-64,Female,Happy,rainy
SNY856383,Teen Girl Sun Hat Trendy,10-18,Female,Angry,sunny
RNY708674,Women's Water Resistant Hoodie,18-39,Female,Happy,rainy
CLD955096,Teen Boy Gloves Designer,10-18,Male,Happy,cold
RNY454762,Women's Wet Weather Bag,40-64,Female,Happy,rainy
RNY175765,Teen Boy Water Resistant Skirt,10-18,Male,neutral,rainy
RNY332577,Men's Rain Jacket Elegant,18-39,Male,Angry,rainy
SNY492482,Teen Boy Lightweight Outfit,10-18,Male,Sad,sunny
SNY476556,Senior Men's Tennis Coat,65+,Male,neutral,sunny
CLD694108,Teen Boy Insulated Dress,10-18,Male,Sad,cold
CLD930884,Women's Insulated Hoodie,40-64,Female,Happy,cold
CLD797839,Women's Parka Fashion,18-39,Female,neutral,cold
RNY653337,Men's Water Resistant Blazer,18-39,Male,Happy,rainy
RNY676974,Men's Water Repellent Dress,40-64,Male,Sad,rainy
CLD300070,Senior Women's Wool Shirt,65+,Female,Happy,cold
CLD730742,Girls Wool Skirt,Kids,Female,Angry,cold
RNY806511,Men's Wet Weather Blazer,40-64,Male,neutral,rainy
CLD672821,Teen Boy Snow Boots,10-18,Male,Sad,cold
RNY565141,Teen Girl Rain Jacket Basic,10-18,Female,neutral,rainy
CLD589158,Men's Insulated Skirt,40-64,Male,Angry,cold
SNY934042,Women's Sunglasses Simple,40-64,Female,neutral,sunny
SNY751493,Senior Women's Linen Vest,65+,Female,neutral,sunny
CLD952475,Girls Insulated Outfit,Kids,Female,neutral,cold
CLD473105,Kids Parka Premium,Kids,Male,neutral,cold
RNY890954,Senior Women's Wet Weather Shirt,65+,Female,Sad,rainy
RNY128535,Men's Umbrella Trendy,40-64,Male,neutral,rainy
RNY317624,Senior Men's Water Resistant Jacket,65+,Male,Happy,rainy
SNY347996,Girls Lightweight Shirt,Kids,Female,Sad,sunny
RNY574602,Women's Water Repellent Pants,18-39,Female,neutral,rainy
RNY835803,Senior Men's Water Resistant Coat,65+,Male,Angry,rainy
RNY367325,Women's Water Repellent Bag,40-64,Female,Angry,rainy
CLD386518,Women's Insulated Blazer,40-64,Female,Happy,cold
RNY652838,Men's Rain Boots Designer,18-39,Male,Sad,rainy
RNY615705,Teen Boy Raincoat Simple,10-18,Male,Sad,rainy
CLD245724,Teen Girl Winter Jacket Premium,10-18,Female,Angry,cold
CLD249799,Women's Knit Shirt,40-64,Female,neutral,cold
SNY731364,Teen Girl Sunglasses Elegant,10-18,Female,Happy,sunny
CLD614155,Girls Winter Jacket Basic,Kids,Female,Sad,cold
SNY449327,Women's Summer Shoes,40-64,Female,neutral,sunny
CLD420775,Women's Thermal Coat,18-39,Female,Sad,cold
CLD575148,Girls Sweater Trendy,Kids,Female,Happy,cold
CLD777362,Senior Men's Winter Jacket Sport,65+,Male,Happy,cold
SNY997287,Men's Linen Skirt,18-39,Male,Sad,sunny
SNY690349,Senior Women's Sun Hat Elegant,65+,Female,Angry,sunny
SNY666516,Women's Tennis Bag,40-64,Female,neutral,sunny
CLD634001,Girls Sweater Modern,Kids,Female,Happy,cold
SNY231113,Kids Lightweight Top,Kids,Male,Happy,sunny
SNY457311,Girls Tennis Dress,Kids,Female,Angry,sunny
SNY535686,Teen Boy Sunglasses Basic,10-18,Male,Sad,sunny
SNY644534,Senior Women's Lightweight Blazer,65+,Female,Happy,sunny
SNY137429,Senior Women's Cotton Outfit,65+,Female,Angry,sunny
RNY586579,Men's Water Resistant Shirt,18-39,Male,Sad,rainy
RNY503473,Teen Boy Wet Weather Shirt,10-18,Male,Sad,rainy
SNY347678,Women's Swimming Top,18-39,Female,Sad,sunny
SNY238741,Kids Cycling Jersey,Kids,Male,neutral,sunny
CLD354495,Teen Boy Gloves Sport,10-18,Male,Sad,cold
RNY778228,Men's Raincoat Basic,40-64,Male,neutral,rainy
SNY121783,Teen Boy Lightweight Skirt,10-18,Male,Happy,sunny
SNY362529,Girls Tank Top,Kids,Female,Sad,sunny
RNY644365,Women's Water Resistant Top,18-39,Female,neutral,rainy
CLD367028,Teen Girl Gloves Elegant,10-18,Female,Angry,cold
CLD339613,Teen Boy Parka Trendy,10-18,Male,Happy,cold
RNY249127,Men's Rain Jacket Elegant,18-39,Male,Sad,rainy
RNY676456,Men's Umbrella Elegant,18-39,Male,Sad,rainy
SNY472932,Senior Men's Summer Vest,65+,Male,Happy,sunny
SNY515912,Men's Beach Skirt,40-64,Male,Happy,sunny
RNY567532,Girls Rain Boots Basic,Kids,Female,neutral,rainy
RNY620912,Women's Rain Boots Modern,18-39,Female,Angry,rainy
CLD397475,Men's Beanie Premium,18-39,Male,Angry,cold
RNY828094,Kids Rain Boots Formal,Kids,Male,Sad,rainy
CLD505540,Women's Gloves Formal,18-39,Female,neutral,cold
RNY400727,Kids Splash Pants,Kids,Male,Angry,rainy
SNY526085,Kids Swimming Blazer,Kids,Male,Happy,sunny
SNY534026,Girls Sunglasses Sport,Kids,Female,neutral,sunny
RNY729231,Senior Men's Water Resistant Skirt,65+,Male,Angry,rainy
CLD302221,Men's Thermal Bag,40-64,Male,Sad,cold
CLD520956,Men's Sweater Casual,40-64,Male,Angry,cold
CLD923418,Teen Girl Heavy Coat,10-18,Female,Happy,cold
CLD539975,Girls Knit Hoodie,Kids,Female,Sad,cold
RNY548606,Teen Girl Water Resistant Vest,10-18,Female,Happy,rainy
RNY894750,Women's Water Resistant Suit,18-39,Female,Sad,rainy
CLD301937,Kids Parka Sport,Kids,Male,Angry,cold
CLD601487,Teen Girl Wool Hoodie,10-18,Female,Happy,cold
CLD391778,Women's Beanie Basic,40-64,Female,neutral,cold
SNY179796,Teen Boy Beach Volleyball Jacket,10-18,Male,neutral,sunny
SNY716006,Kids Beach Top,Kids,Male,Angry,sunny
CLD223427,Senior Women's Thermal Hoodie,65+,Female,neutral,cold
RNY682297,Women's Raincoat Basic,40-64,Female,neutral,rainy
SNY691194,Men's Linen Top,40-64,Male,Sad,sunny
SNY732928,Teen Girl Sun Hat Classic,10-18,Female,neutral,sunny
CLD423292,Girls Gloves Premium,Kids,Female,Sad,cold
SNY865982,Women's Beach Jacket,40-64,Female,neutral,sunny
SNY770699,Senior Women's Beach Shirt,65+,Female,Happy,sunny
CLD649158,Women's Beanie Classic,18-39,Female,Angry,cold
SNY981001,Teen Boy Sunglasses Formal,10-18,Male,Sad,sunny
SNY915158,Senior Women's Beach Volleyball Vest,65+,Female,Happy,sunny
CLD270503,Girls Winter Jacket Fashion,Kids,Female,Happy,cold
CLD828797,Senior Women's Parka Elegant,65+,Female,neutral,cold
SNY136692,Women's Lightweight Shoes,18-39,Female,Happy,sunny
CLD418957,Women's Insulated Shoes,18-39,Female,Happy,cold
CLD765879,Men's Winter Jacket Premium,40-64,Male,Angry,cold
SNY171789,Senior Women's Linen Bag,65+,Female,neutral,sunny
RNY113472,Women's Rain Poncho,40-64,Female,Angry,rainy
RNY104646,Girls Rain Boots Elegant,Kids,Female,Sad,rainy
CLD458226,Men's Gloves Sport,40-64,Male,Happy,cold
SNY844708,Women's Sandals Casual,18-39,Female,Angry,sunny
CLD204374,Teen Boy Wool Hoodie,10-18,Male,Happy,cold
CLD166942,Teen Boy Wool Outfit,10-18,Male,Happy,cold
SNY851742,Senior Women's Swimming Skirt,65+,Female,Happy,sunny
SNY495451,Women's Sun Hat Elegant,18-39,Female,Happy,sunny
RNY690835,Women's Rain Boots Formal,40-64,Female,Sad,rainy
CLD896256,Senior Women's Parka Casual,65+,Female,Angry,cold
SNY783200,Senior Men's Tennis Outfit,65+,Male,Angry,sunny
CLD527387,Women's Thermal Vest,40-64,Female,neutral,cold
CLD918652,Girls Wool Pants,Kids,Female,Happy,cold
RNY760618,Women's Waterproof Outfit,40-64,Female,neutral,rainy
SNY860636,Kids Sun Hat Simple,Kids,Male,Happy,sunny
CLD768605,Senior Men's Wool Jacket,65+,Male,Sad,cold
SNY176461,Girls Beach Shirt,Kids,Female,Sad,sunny
CLD890142,Teen Boy Sweater Basic,10-18,Male,neutral,cold
SNY188876,Senior Men's Lightweight Outfit,65+,Male,Sad,sunny
RNY913574,Men's Wet Weather Hoodie,40-64,Male,neutral,rainy
SNY865618,Women's Beach Bag,18-39,Female,Happy,sunny
RNY277290,Girls Rubber Boots,Kids,Female,neutral,rainy
CLD237987,Women's Insulated Blazer,40-64,Female,neutral,cold
SNY373951,Teen Girl Sun Hat Modern,10-18,Female,neutral,sunny
CLD306398,Senior Women's Insulated Suit,65+,Female,Happy,cold
CLD925472,Senior Women's Thermal Coat,65+,Female,neutral,cold
SNY434454,Women's Sandals Classic,18-39,Female,Sad,sunny
SNY582589,Girls Summer Pants,Kids,Female,Angry,sunny
RNY283888,Men's Raincoat Classic,18-39,Male,Sad,rainy
CLD824161,Kids Winter Jacket Fashion,Kids,Male,Angry,cold
CLD363387,Girls Beanie Elegant,Kids,Female,Happy,cold
RNY663392,Women's Raincoat Sport,18-39,Female,neutral,rainy
SNY903506,Teen Boy Beach Volleyball Pants,10-18,Male,neutral,sunny
RNY894352,Men's Water Repellent Skirt,40-64,Male,Angry,rainy
CLD429285,Women's Parka Modern,18-39,Female,Angry,cold
RNY148076,Women's Wet Weather Pants,40-64,Female,neutral,rainy
SNY481657,Kids Summer Vest,Kids,Male,Angry,sunny
RNY516468,Men's Water Repellent Vest,18-39,Male,Happy,rainy
SNY645205,Senior Men's Swimming Shoes,65+,Male,Happy,sunny
CLD743738,Senior Women's Insulated Skirt,65+,Female,neutral,cold
